level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
6,Math,Geometry (Area/Surface Area),Easy,What is the area of a triangle with base 7 cm and height 7 cm?,21,24,29,20,B,Area = ½ × 7 × 7 = 24 cm².
6,Math,Geometry (Area/Surface Area),Medium,What is the area of a rectangle with length 12 cm and width 7 cm?,87,84,85,80,B,Area = 12 × 7 = 84 cm².
6,Math,Geometry (Area/Surface Area),Hard,What is the area of a triangle with base 8 cm and height 7 cm?,30,24,26,28,D,Area = ½ × 8 × 7 = 28 cm².
6,Math,Geometry (Area/Surface Area),Easy,What is the area of a parallelogram with base 8 and height 5?,41,35,40,42,C,Area = base × height = 8 × 5 = 40.
6,Math,Geometry (Area/Surface Area),Medium,What is the area of a triangle with base 5 cm and height 5 cm?,17,11,12,15,C,Area = ½ × 5 × 5 = 12 cm².
6,Math,Geometry (Area/Surface Area),Hard,What is the area of a parallelogram with base 11 and height 6?,66,65,67,70,A,Area = base × height = 11 × 6 = 66.
6,Math,Geometry (Area/Surface Area),Easy,What is the area of a parallelogram with base 5 and height 4?,20,24,16,21,A,Area = base × height = 5 × 4 = 20.
6,Math,Geometry (Area/Surface Area),Medium,What is the area of a triangle with base 4 cm and height 10 cm?,20,15,19,18,A,Area = ½ × 4 × 10 = 20 cm².
6,Math,Geometry (Area/Surface Area),Hard,What is the area of a rectangle with length 4 cm and width 6 cm?,19,22,29,24,D,Area = 4 × 6 = 24 cm².
6,Math,Geometry (Area/Surface Area),Easy,What is the area of a triangle with base 4 cm and height 7 cm?,18,10,14,13,C,Area = ½ × 4 × 7 = 14 cm².
6,Math,Geometry (Area/Surface Area),Medium,What is the area of a rectangle with length 7 cm and width 3 cm?,19,21,25,16,B,Area = 7 × 3 = 21 cm².
6,Math,Geometry (Area/Surface Area),Hard,What is the area of a rectangle with length 5 cm and width 3 cm?,14,15,10,16,B,Area = 5 × 3 = 15 cm².
6,Math,Geometry (Area/Surface Area),Easy,What is the area of a rectangle with length 8 cm and width 7 cm?,61,56,57,53,B,Area = 8 × 7 = 56 cm².
6,Math,Geometry (Area/Surface Area),Medium,What is the area of a triangle with base 11 cm and height 6 cm?,33,32,34,37,A,Area = ½ × 11 × 6 = 33 cm².
6,Math,Geometry (Area/Surface Area),Hard,What is the area of a triangle with base 12 cm and height 10 cm?,63,65,55,60,D,Area = ½ × 12 × 10 = 60 cm².
6,Math,Geometry (Area/Surface Area),Easy,What is the area of a parallelogram with base 7 and height 3?,22,21,17,19,B,Area = base × height = 7 × 3 = 21.
6,Math,Geometry (Area/Surface Area),Medium,What is the area of a parallelogram with base 7 and height 3?,20,24,21,22,C,Area = base × height = 7 × 3 = 21.
6,Math,Geometry (Area/Surface Area),Hard,What is the area of a parallelogram with base 8 and height 7?,54,60,56,53,C,Area = base × height = 8 × 7 = 56.
6,Math,Geometry (Area/Surface Area),Easy,What is the area of a parallelogram with base 11 and height 6?,68,70,64,66,D,Area = base × height = 11 × 6 = 66.
6,Math,Geometry (Area/Surface Area),Medium,What is the area of a parallelogram with base 4 and height 6?,24,22,26,29,A,Area = base × height = 4 × 6 = 24.
6,Math,Geometry (Area/Surface Area),Hard,What is the area of a rectangle with length 11 cm and width 7 cm?,73,80,77,74,C,Area = 11 × 7 = 77 cm².
6,Math,Statistics & Probability,Easy,"Find the mode of: 4, 6, 10, 12, 14, 14)",18,14,15,17,B,The mode is 14 (appears most often).
6,Math,Statistics & Probability,Medium,"Find the median of: 3, 7, 7, 9, 20)",2,3,7,5,C,"Arranged in order: [3, 7, 7, 9, 20]. Middle value = 7."
6,Math,Statistics & Probability,Hard,"Find the median of: 2, 11, 18, 18, 19)",17,15,18,14,C,"Arranged in order: [2, 11, 18, 18, 19]. Middle value = 18."
6,Math,Statistics & Probability,Easy,"Find the median of: 12, 13, 14, 19, 20)",16,17,18,14,D,"Arranged in order: [12, 13, 14, 19, 20]. Middle value = 14."
6,Math,Statistics & Probability,Medium,"Find the mode of: 1, 7, 8, 8, 15, 18)",13,8,11,4,B,The mode is 8 (appears most often).
6,Math,Statistics & Probability,Hard,"Find the median of: 1, 1, 5, 13, 18)",6,8,5,3,C,"Arranged in order: [1, 1, 5, 13, 18]. Middle value = 5."
6,Math,Statistics & Probability,Easy,"Find the median of: 5, 6, 6, 16, 19)",9,6,7,8,B,"Arranged in order: [5, 6, 6, 16, 19]. Middle value = 6."
6,Math,Statistics & Probability,Medium,"Find the mode of: 1, 11, 11, 15, 18, 18)",16,15,13,18,D,The mode is 18 (appears most often).
6,Math,Statistics & Probability,Hard,"Find the median of: 5, 12, 16, 16, 19)",16,13,14,17,A,"Arranged in order: [5, 12, 16, 16, 19]. Middle value = 16."
6,Math,Statistics & Probability,Easy,"Find the median of: 3, 3, 18, 19, 20)",18,19,23,14,A,"Arranged in order: [3, 3, 18, 19, 20]. Middle value = 18."
6,Math,Statistics & Probability,Medium,"Find the median of: 1, 2, 9, 12, 16)",11,6,13,9,D,"Arranged in order: [1, 2, 9, 12, 16]. Middle value = 9."
6,Math,Statistics & Probability,Hard,"Find the mean of: 4, 4, 12, 15, 18)",7,11,10,8,C,Mean = (4+18+12+4+15) / 5 ≈ 10
6,Math,Statistics & Probability,Easy,"Find the mean of: 1, 3, 13, 15, 16)",12,10,14,9,D,Mean = (15+16+13+1+3) / 5 ≈ 9
6,Math,Statistics & Probability,Medium,"Find the mean of: 3, 13, 13, 14, 15)",11,8,6,10,A,Mean = (13+15+14+3+13) / 5 ≈ 11
6,Math,Statistics & Probability,Hard,"Find the median of: 5, 7, 9, 15, 16)",5,9,4,12,B,"Arranged in order: [5, 7, 9, 15, 16]. Middle value = 9."
6,Math,Statistics & Probability,Easy,"Find the median of: 3, 9, 13, 17, 19)",9,13,14,12,B,"Arranged in order: [3, 9, 13, 17, 19]. Middle value = 13."
6,Math,Statistics & Probability,Medium,"Find the median of: 7, 9, 9, 12, 20)",14,9,8,12,B,"Arranged in order: [7, 9, 9, 12, 20]. Middle value = 9."
6,Math,Statistics & Probability,Hard,"Find the median of: 9, 11, 12, 14, 14)",9,10,12,16,C,"Arranged in order: [9, 11, 12, 14, 14]. Middle value = 12."
6,Math,Statistics & Probability,Easy,"Find the mode of: 2, 5, 5, 17, 19, 19)",20,19,14,17,B,The mode is 19 (appears most often).
6,Math,Statistics & Probability,Medium,"Find the mean of: 2, 10, 14, 19, 20)",13,10,8,17,A,Mean = (10+2+20+19+14) / 5 ≈ 13
6,Math,Statistics & Probability,Hard,"Find the median of: 1, 1, 10, 11, 14)",10,14,6,12,A,"Arranged in order: [1, 1, 10, 11, 14]. Middle value = 10."
6,Math,Statistics & Probability,Easy,"Find the median of: 1, 1, 7, 9, 17)",3,12,11,7,D,"Arranged in order: [1, 1, 7, 9, 17]. Middle value = 7."
6,Math,Statistics & Probability,Medium,"Find the median of: 7, 11, 11, 11, 15)",10,13,6,11,D,"Arranged in order: [7, 11, 11, 11, 15]. Middle value = 11."
6,Math,Statistics & Probability,Hard,"Find the mode of: 10, 10, 10, 16, 16, 20)",11,12,10,9,C,The mode is 10 (appears most often).
6,Math,Statistics & Probability,Easy,"Find the mean of: 2, 7, 7, 16, 17)",10,8,9,11,C,Mean = (7+2+17+16+7) / 5 ≈ 9
6,Math,Statistics & Probability,Medium,"Find the mode of: 2, 6, 6, 9, 12, 13)",10,1,7,6,D,The mode is 6 (appears most often).
6,Math,Statistics & Probability,Hard,"Find the mode of: 8, 9, 16, 18, 20, 20)",20,19,23,24,A,The mode is 20 (appears most often).
6,Math,Statistics & Probability,Easy,"Find the mean of: 9, 15, 16, 18, 20)",10,20,19,15,D,Mean = (18+15+9+20+16) / 5 ≈ 15
6,Math,Statistics & Probability,Medium,"Find the mean of: 1, 3, 3, 17, 18)",9,12,8,13,C,Mean = (3+3+18+1+17) / 5 ≈ 8
6,Math,Statistics & Probability,Hard,"Find the median of: 4, 6, 6, 15, 20)",10,3,6,8,C,"Arranged in order: [4, 6, 6, 15, 20]. Middle value = 6."
6,Math,Statistics & Probability,Easy,"Find the median of: 9, 10, 12, 19, 20)",13,10,12,11,C,"Arranged in order: [9, 10, 12, 19, 20]. Middle value = 12."
6,Math,Statistics & Probability,Medium,"Find the mode of: 3, 4, 6, 11, 11, 16)",7,15,11,14,C,The mode is 11 (appears most often).
6,Math,Statistics & Probability,Hard,"Find the mode of: 1, 1, 2, 7, 7, 8)",6,7,5,4,B,The mode is 7 (appears most often).
7,Math,Proportional Relationships,Easy,A car travels 5 km per liter of gas. How far can it travel on 6 liters?,29,30,27,33,B,5 × 6 = 30 km.
7,Math,Proportional Relationships,Medium,A car travels 6 km per liter of gas. How far can it travel on 3 liters?,14,23,18,20,C,6 × 3 = 18 km.
7,Math,Proportional Relationships,Hard,A car travels 6 km per liter of gas. How far can it travel on 4 liters?,21,28,24,26,C,6 × 4 = 24 km.
7,Math,Proportional Relationships,Easy,A car travels 7 km per liter of gas. How far can it travel on 4 liters?,30,33,23,28,D,7 × 4 = 28 km.
7,Math,Proportional Relationships,Medium,A car travels 7 km per liter of gas. How far can it travel on 7 liters?,51,50,49,45,C,7 × 7 = 49 km.
7,Math,Proportional Relationships,Hard,A car travels 8 km per liter of gas. How far can it travel on 9 liters?,70,77,72,69,C,8 × 9 = 72 km.
7,Math,Proportional Relationships,Easy,A car travels 3 km per liter of gas. How far can it travel on 9 liters?,27,31,30,32,A,3 × 9 = 27 km.
7,Math,Proportional Relationships,Medium,A car travels 6 km per liter of gas. How far can it travel on 2 liters?,10,12,8,15,B,6 × 2 = 12 km.
7,Math,Proportional Relationships,Hard,A car travels 7 km per liter of gas. How far can it travel on 4 liters?,28,26,23,33,A,7 × 4 = 28 km.
7,Math,Proportional Relationships,Easy,A car travels 2 km per liter of gas. How far can it travel on 10 liters?,25,23,22,20,D,2 × 10 = 20 km.
7,Math,Proportional Relationships,Medium,A car travels 8 km per liter of gas. How far can it travel on 3 liters?,20,25,26,24,D,8 × 3 = 24 km.
7,Math,Proportional Relationships,Hard,A car travels 2 km per liter of gas. How far can it travel on 5 liters?,14,5,13,10,D,2 × 5 = 10 km.
7,Math,Proportional Relationships,Easy,A car travels 4 km per liter of gas. How far can it travel on 7 liters?,33,24,28,31,C,4 × 7 = 28 km.
7,Math,Proportional Relationships,Medium,A car travels 5 km per liter of gas. How far can it travel on 6 liters?,29,25,30,26,C,5 × 6 = 30 km.
7,Math,Proportional Relationships,Hard,A car travels 6 km per liter of gas. How far can it travel on 10 liters?,59,60,61,57,B,6 × 10 = 60 km.
7,Math,Proportional Relationships,Easy,A car travels 3 km per liter of gas. How far can it travel on 5 liters?,14,13,19,15,D,3 × 5 = 15 km.
7,Math,Proportional Relationships,Medium,A car travels 7 km per liter of gas. How far can it travel on 3 liters?,22,21,24,16,B,7 × 3 = 21 km.
7,Math,Proportional Relationships,Hard,A car travels 7 km per liter of gas. How far can it travel on 7 liters?,49,46,50,54,A,7 × 7 = 49 km.
7,Math,Proportional Relationships,Easy,A car travels 8 km per liter of gas. How far can it travel on 8 liters?,63,60,67,64,D,8 × 8 = 64 km.
7,Math,Proportional Relationships,Medium,A car travels 8 km per liter of gas. How far can it travel on 10 liters?,80,76,77,78,A,8 × 10 = 80 km.
7,Math,Proportional Relationships,Hard,A car travels 6 km per liter of gas. How far can it travel on 3 liters?,19,18,22,17,B,6 × 3 = 18 km.
7,Math,Proportional Relationships,Easy,A car travels 5 km per liter of gas. How far can it travel on 3 liters?,15,17,14,11,A,5 × 3 = 15 km.
7,Math,Proportional Relationships,Medium,A car travels 6 km per liter of gas. How far can it travel on 3 liters?,22,23,18,14,C,6 × 3 = 18 km.
7,Math,Proportional Relationships,Hard,A car travels 7 km per liter of gas. How far can it travel on 4 liters?,30,26,27,28,D,7 × 4 = 28 km.
7,Math,Proportional Relationships,Easy,A car travels 7 km per liter of gas. How far can it travel on 4 liters?,26,28,32,31,B,7 × 4 = 28 km.
7,Math,Proportional Relationships,Medium,A car travels 7 km per liter of gas. How far can it travel on 9 liters?,65,68,61,63,D,7 × 9 = 63 km.
7,Math,Proportional Relationships,Hard,A car travels 2 km per liter of gas. How far can it travel on 8 liters?,21,12,16,13,C,2 × 8 = 16 km.
7,Math,Proportional Relationships,Easy,A car travels 2 km per liter of gas. How far can it travel on 10 liters?,25,20,17,21,B,2 × 10 = 20 km.
7,Math,Proportional Relationships,Medium,A car travels 8 km per liter of gas. How far can it travel on 5 liters?,40,41,36,39,A,8 × 5 = 40 km.
7,Math,Proportional Relationships,Hard,A car travels 5 km per liter of gas. How far can it travel on 9 liters?,48,45,47,49,B,5 × 9 = 45 km.
7,Math,Proportional Relationships,Easy,A car travels 8 km per liter of gas. How far can it travel on 6 liters?,46,48,44,49,B,8 × 6 = 48 km.
7,Math,Proportional Relationships,Medium,A car travels 6 km per liter of gas. How far can it travel on 8 liters?,50,44,53,48,D,6 × 8 = 48 km.
7,Math,Proportional Relationships,Hard,A car travels 8 km per liter of gas. How far can it travel on 4 liters?,32,29,31,27,A,8 × 4 = 32 km.
7,Math,Proportional Relationships,Easy,A car travels 4 km per liter of gas. How far can it travel on 5 liters?,20,24,17,23,A,4 × 5 = 20 km.
7,Math,Negative Numbers,Easy,What is (-7) ÷ (-7)?,6,0,2,1,D,Negative ÷ Negative = Positive. -7÷-7≈1.
7,Math,Negative Numbers,Medium,What is (-9) × (-10)?,94,92,90,85,C,Negative × Negative = Positive. -9×-10=90.
7,Math,Negative Numbers,Hard,What is (-4) ÷ (-7)?,0,-3,-4,-1,A,Negative ÷ Negative = Positive. -4÷-7≈0.
7,Math,Negative Numbers,Easy,What is (-8) ÷ (-11)?,-1,3,5,0,D,Negative ÷ Negative = Positive. -8÷-11≈0.
7,Math,Negative Numbers,Medium,What is (-10) ÷ (-7)?,1,-2,6,5,A,Negative ÷ Negative = Positive. -10÷-7≈1.
7,Math,Negative Numbers,Hard,What is (-5) ÷ (-10)?,5,-5,0,2,C,Negative ÷ Negative = Positive. -5÷-10≈0.
7,Math,Negative Numbers,Easy,What is (-8) × (-5)?,45,44,40,37,C,Negative × Negative = Positive. -8×-5=40.
7,Math,Negative Numbers,Medium,What is (-3) ÷ (-2)?,2,0,1,6,C,Negative ÷ Negative = Positive. -3÷-2≈1.
7,Math,Negative Numbers,Hard,What is (-11) × (-3)?,34,33,35,30,B,Negative × Negative = Positive. -11×-3=33.
7,Math,Negative Numbers,Easy,What is (-6) × (-4)?,29,20,25,24,D,Negative × Negative = Positive. -6×-4=24.
7,Math,Negative Numbers,Medium,What is (-5) ÷ (-12)?,-2,3,-4,0,D,Negative ÷ Negative = Positive. -5÷-12≈0.
7,Math,Negative Numbers,Hard,What is (-3) ÷ (-9)?,-5,-1,0,2,C,Negative ÷ Negative = Positive. -3÷-9≈0.
7,Math,Negative Numbers,Easy,What is (-8) × (-4)?,33,32,37,30,B,Negative × Negative = Positive. -8×-4=32.
7,Math,Negative Numbers,Medium,What is (-2) ÷ (-12)?,1,-5,0,3,C,Negative ÷ Negative = Positive. -2÷-12≈0.
7,Math,Negative Numbers,Hard,What is (-3) × (-9)?,27,31,29,23,A,Negative × Negative = Positive. -3×-9=27.
7,Math,Negative Numbers,Easy,What is (-1) × (-9)?,9,6,5,13,A,Negative × Negative = Positive. -1×-9=9.
7,Math,Negative Numbers,Medium,What is (-9) × (-8)?,76,69,72,68,C,Negative × Negative = Positive. -9×-8=72.
7,Math,Negative Numbers,Hard,What is (-10) ÷ (-1)?,7,10,8,11,B,Negative ÷ Negative = Positive. -10÷-1≈10.
7,Math,Negative Numbers,Easy,What is (-9) ÷ (-7)?,1,3,0,5,A,Negative ÷ Negative = Positive. -9÷-7≈1.
7,Math,Negative Numbers,Medium,What is (-8) ÷ (-9)?,-4,3,2,0,D,Negative ÷ Negative = Positive. -8÷-9≈0.
7,Math,Negative Numbers,Hard,What is (-8) ÷ (-7)?,1,-1,3,2,A,Negative ÷ Negative = Positive. -8÷-7≈1.
7,Math,Negative Numbers,Easy,What is (-11) ÷ (-8)?,4,5,-2,1,D,Negative ÷ Negative = Positive. -11÷-8≈1.
7,Math,Negative Numbers,Medium,What is (-6) ÷ (-1)?,3,11,2,6,D,Negative ÷ Negative = Positive. -6÷-1≈6.
7,Math,Negative Numbers,Hard,What is (-8) ÷ (-10)?,3,-4,0,-1,C,Negative ÷ Negative = Positive. -8÷-10≈0.
7,Math,Negative Numbers,Easy,What is (-5) × (-7)?,30,35,40,38,B,Negative × Negative = Positive. -5×-7=35.
7,Math,Negative Numbers,Medium,What is (-7) × (-5)?,38,32,35,31,C,Negative × Negative = Positive. -7×-5=35.
7,Math,Negative Numbers,Hard,What is (-11) × (-6)?,64,66,61,62,B,Negative × Negative = Positive. -11×-6=66.
7,Math,Negative Numbers,Easy,What is (-8) × (-5)?,42,39,40,36,C,Negative × Negative = Positive. -8×-5=40.
7,Math,Negative Numbers,Medium,What is (-1) ÷ (-8)?,-5,-2,0,2,C,Negative ÷ Negative = Positive. -1÷-8≈0.
7,Math,Negative Numbers,Hard,What is (-11) ÷ (-4)?,-1,7,2,1,C,Negative ÷ Negative = Positive. -11÷-4≈2.
7,Math,Negative Numbers,Easy,What is (-6) × (-3)?,22,14,18,15,C,Negative × Negative = Positive. -6×-3=18.
7,Math,Negative Numbers,Medium,What is (-7) × (-4)?,27,32,29,28,D,Negative × Negative = Positive. -7×-4=28.
7,Math,Negative Numbers,Hard,What is (-1) × (-4)?,4,7,6,0,A,Negative × Negative = Positive. -1×-4=4.
7,Math,Negative Numbers,Easy,What is (-6) ÷ (-12)?,2,-3,0,3,C,Negative ÷ Negative = Positive. -6÷-12≈0.
7,Math,Linear Equations,Easy,Solve for x: 2x + 9 = 19,1,6,3,5,D,2x = 19-9 = 10; x = 10/2 = 5.
7,Math,Linear Equations,Medium,Solve for x: 8x + 7 = 39,7,4,6,8,B,8x = 39-7 = 32; x = 32/8 = 4.
7,Math,Linear Equations,Hard,Solve for x: 2x + 3 = 11,3,1,4,6,C,2x = 11-3 = 8; x = 8/2 = 4.
7,Math,Linear Equations,Easy,Solve for x: 2x + 10 = 16,8,3,7,2,B,2x = 16-10 = 6; x = 6/2 = 3.
7,Math,Linear Equations,Medium,Solve for x: 2x + 7 = 11,0,5,1,2,D,2x = 11-7 = 4; x = 4/2 = 2.
7,Math,Linear Equations,Hard,Solve for x: 3x + 9 = 24,5,6,4,9,A,3x = 24-9 = 15; x = 15/3 = 5.
7,Math,Linear Equations,Easy,Solve for x: 5x + 4 = 34,3,6,10,5,B,5x = 34-4 = 30; x = 30/5 = 6.
7,Math,Linear Equations,Medium,Solve for x: 6x + 5 = 29,1,5,4,8,C,6x = 29-5 = 24; x = 24/6 = 4.
7,Math,Linear Equations,Hard,Solve for x: 6x + 10 = 46,4,1,6,8,C,6x = 46-10 = 36; x = 36/6 = 6.
7,Math,Linear Equations,Easy,Solve for x: 8x + 3 = 59,3,6,11,7,D,8x = 59-3 = 56; x = 56/8 = 7.
7,Math,Linear Equations,Medium,Solve for x: 3x + 5 = 32,9,14,4,12,A,3x = 32-5 = 27; x = 27/3 = 9.
7,Math,Linear Equations,Hard,Solve for x: 5x + 5 = 40,7,2,5,10,A,5x = 40-5 = 35; x = 35/5 = 7.
7,Math,Linear Equations,Easy,Solve for x: 2x + 1 = 21,9,15,13,10,D,2x = 21-1 = 20; x = 20/2 = 10.
7,Math,Linear Equations,Medium,Solve for x: 4x + 6 = 30,6,10,1,8,A,4x = 30-6 = 24; x = 24/4 = 6.
7,Math,Linear Equations,Hard,Solve for x: 5x + 10 = 20,-3,4,3,2,D,5x = 20-10 = 10; x = 10/5 = 2.
7,Math,Linear Equations,Easy,Solve for x: 7x + 4 = 11,0,1,6,-3,B,7x = 11-4 = 7; x = 7/7 = 1.
7,Math,Linear Equations,Medium,Solve for x: 4x + 9 = 21,1,3,-1,6,B,4x = 21-9 = 12; x = 12/4 = 3.
7,Math,Linear Equations,Hard,Solve for x: 6x + 4 = 28,4,2,7,0,A,6x = 28-4 = 24; x = 24/6 = 4.
7,Math,Linear Equations,Easy,Solve for x: 2x + 4 = 12,5,4,8,6,B,2x = 12-4 = 8; x = 8/2 = 4.
7,Math,Linear Equations,Medium,Solve for x: 2x + 2 = 22,5,13,15,10,D,2x = 22-2 = 20; x = 20/2 = 10.
7,Math,Linear Equations,Hard,Solve for x: 8x + 2 = 50,10,9,6,3,C,8x = 50-2 = 48; x = 48/8 = 6.
7,Math,Linear Equations,Easy,Solve for x: 6x + 5 = 17,5,2,0,7,B,6x = 17-5 = 12; x = 12/6 = 2.
7,Math,Linear Equations,Medium,Solve for x: 6x + 2 = 44,7,8,4,5,A,6x = 44-2 = 42; x = 42/6 = 7.
7,Math,Linear Equations,Hard,Solve for x: 2x + 2 = 14,6,1,4,5,A,2x = 14-2 = 12; x = 12/2 = 6.
7,Math,Linear Equations,Easy,Solve for x: 2x + 10 = 28,9,14,13,4,A,2x = 28-10 = 18; x = 18/2 = 9.
7,Math,Linear Equations,Medium,Solve for x: 5x + 6 = 16,2,-2,3,4,A,5x = 16-6 = 10; x = 10/5 = 2.
7,Math,Linear Equations,Hard,Solve for x: 2x + 8 = 24,8,7,9,13,A,2x = 24-8 = 16; x = 16/2 = 8.
7,Math,Linear Equations,Easy,Solve for x: 4x + 4 = 32,9,3,5,7,D,4x = 32-4 = 28; x = 28/4 = 7.
7,Math,Linear Equations,Medium,Solve for x: 4x + 2 = 22,0,8,5,7,C,4x = 22-2 = 20; x = 20/4 = 5.
7,Math,Linear Equations,Hard,Solve for x: 3x + 5 = 8,4,2,-2,1,D,3x = 8-5 = 3; x = 3/3 = 1.
7,Math,Linear Equations,Easy,Solve for x: 6x + 1 = 37,6,1,7,11,A,6x = 37-1 = 36; x = 36/6 = 6.
7,Math,Linear Equations,Medium,Solve for x: 2x + 9 = 25,8,5,3,4,A,2x = 25-9 = 16; x = 16/2 = 8.
7,Math,Linear Equations,Hard,Solve for x: 2x + 5 = 19,10,2,5,7,D,2x = 19-5 = 14; x = 14/2 = 7.
7,Math,Inequalities,Easy,Solve: 3x > 20,x > 3,x < 20/3,x > 20,x > 20/3,D,Divide both sides by 3: x > 20/3.
7,Math,Inequalities,Medium,Solve: 4x > 2,x > 1/2,x > 2,x > 4,x < 1/2,A,Divide both sides by 4: x > 1/2.
7,Math,Inequalities,Hard,Solve: 4x > 1,x > 1,x < 1/4,x > 1/4,x > 4,C,Divide both sides by 4: x > 1/4.
7,Math,Inequalities,Easy,Solve: 6x > 12,x > 12,x > 2,x < 2,x > 6,B,Divide both sides by 6: x > 2.
7,Math,Inequalities,Medium,Solve: 2x > 16,x > 8,x > 16,x < 8,x > 2,A,Divide both sides by 2: x > 8.
7,Math,Inequalities,Hard,Solve: 4x < 16,x < 16,x < 4,x > 4,x < 4,B,Divide both sides by 4: x < 4.
7,Math,Inequalities,Easy,Solve: 5x < 14,x < 14/5,x < 14,x > 14/5,x < 5,A,Divide both sides by 5: x < 14/5.
7,Math,Inequalities,Medium,Solve: 3x > 11,x > 11,x > 11/3,x > 3,x < 11/3,B,Divide both sides by 3: x > 11/3.
7,Math,Inequalities,Hard,Solve: 4x > 1,x > 1/4,x > 1,x < 1/4,x > 4,A,Divide both sides by 4: x > 1/4.
7,Math,Inequalities,Easy,Solve: 2x < 1,x < 2,x < 1,x < 1/2,x > 1/2,C,Divide both sides by 2: x < 1/2.
7,Math,Inequalities,Medium,Solve: 8x < 5,x < 8,x < 5/8,x < 5,x > 5/8,B,Divide both sides by 8: x < 5/8.
7,Math,Inequalities,Hard,Solve: 2x > 12,x < 6,x > 12,x > 6,x > 2,C,Divide both sides by 2: x > 6.
7,Math,Inequalities,Easy,Solve: 4x < 7,x < 7/4,x < 7,x > 7/4,x < 4,A,Divide both sides by 4: x < 7/4.
7,Math,Inequalities,Medium,Solve: 4x > 6,x > 6,x > 4,x < 3/2,x > 3/2,D,Divide both sides by 4: x > 3/2.
7,Math,Inequalities,Hard,Solve: 7x < 18,x > 18/7,x < 7,x < 18/7,x < 18,C,Divide both sides by 7: x < 18/7.
7,Math,Inequalities,Easy,Solve: 8x < 15,x > 15/8,x < 8,x < 15,x < 15/8,D,Divide both sides by 8: x < 15/8.
7,Math,Inequalities,Medium,Solve: 8x < 18,x < 18,x > 9/4,x < 9/4,x < 8,C,Divide both sides by 8: x < 9/4.
7,Math,Inequalities,Hard,Solve: 2x > 7,x > 2,x > 7,x < 7/2,x > 7/2,D,Divide both sides by 2: x > 7/2.
7,Math,Inequalities,Easy,Solve: 5x < 17,x < 17,x < 5,x < 17/5,x > 17/5,C,Divide both sides by 5: x < 17/5.
7,Math,Inequalities,Medium,Solve: 3x < 5,x < 5,x > 5/3,x < 5/3,x < 3,C,Divide both sides by 3: x < 5/3.
7,Math,Inequalities,Hard,Solve: 8x > 20,x < 5/2,x > 8,x > 20,x > 5/2,D,Divide both sides by 8: x > 5/2.
7,Math,Inequalities,Easy,Solve: 7x > 5,x > 7,x > 5,x < 5/7,x > 5/7,D,Divide both sides by 7: x > 5/7.
7,Math,Inequalities,Medium,Solve: 6x > 13,x < 13/6,x > 13,x > 6,x > 13/6,D,Divide both sides by 6: x > 13/6.
7,Math,Inequalities,Hard,Solve: 4x > 16,x > 16,x > 4,x > 4,x < 4,B,Divide both sides by 4: x > 4.
7,Math,Inequalities,Easy,Solve: 4x > 19,x > 19/4,x > 4,x < 19/4,x > 19,A,Divide both sides by 4: x > 19/4.
7,Math,Inequalities,Medium,Solve: 7x < 1,x < 1/7,x < 1,x < 7,x > 1/7,A,Divide both sides by 7: x < 1/7.
7,Math,Inequalities,Hard,Solve: 5x > 20,x < 4,x > 5,x > 4,x > 20,C,Divide both sides by 5: x > 4.
7,Math,Inequalities,Easy,Solve: 4x < 16,x < 16,x < 4,x < 4,x > 4,B,Divide both sides by 4: x < 4.
7,Math,Inequalities,Medium,Solve: 8x < 2,x < 2,x > 1/4,x < 8,x < 1/4,D,Divide both sides by 8: x < 1/4.
7,Math,Inequalities,Hard,Solve: 2x > 3,x > 3,x > 2,x < 3/2,x > 3/2,D,Divide both sides by 2: x > 3/2.
7,Math,Inequalities,Easy,Solve: 2x > 6,x > 2,x < 3,x > 3,x > 6,C,Divide both sides by 2: x > 3.
7,Math,Inequalities,Medium,Solve: 3x < 14,x < 14,x < 14/3,x < 3,x > 14/3,B,Divide both sides by 3: x < 14/3.
7,Math,Inequalities,Hard,Solve: 8x > 1,x < 1/8,x > 1,x > 1/8,x > 8,C,Divide both sides by 8: x > 1/8.
7,Math,Geometry (Circles & Scale),Easy,What is the circumference of a circle with radius 2? (Use π ≈ 3.14),7.57,22.57,12.57,17.57,C,C = 2πr = 2×3.14×2 = 12.57.
7,Math,Geometry (Circles & Scale),Medium,What is the area of a circle with radius 4? (Use π ≈ 3.14),60.27,50.27,55.27,45.27,B,A = πr² = 3.14×4² = 50.27.
7,Math,Geometry (Circles & Scale),Hard,What is the circumference of a circle with radius 7? (Use π ≈ 3.14),53.98,38.98,48.98,43.98,D,C = 2πr = 2×3.14×7 = 43.98.
7,Math,Geometry (Circles & Scale),Easy,What is the area of a circle with radius 9? (Use π ≈ 3.14),259.47,249.47,254.47,264.47,C,A = πr² = 3.14×9² = 254.47.
7,Math,Geometry (Circles & Scale),Medium,What is the circumference of a circle with radius 8? (Use π ≈ 3.14),50.27,60.27,45.27,55.27,A,C = 2πr = 2×3.14×8 = 50.27.
7,Math,Geometry (Circles & Scale),Hard,What is the area of a circle with radius 5? (Use π ≈ 3.14),73.54,83.54,88.54,78.54,D,A = πr² = 3.14×5² = 78.54.
7,Math,Geometry (Circles & Scale),Easy,What is the area of a circle with radius 8? (Use π ≈ 3.14),196.06,211.06,201.06,206.06,C,A = πr² = 3.14×8² = 201.06.
